meta	text	left	key_phrase	right	key_phrase	key_lemma	key_word	id	ip	country	random	cleft
25af86328d295d640cff5f1a734a41d0f8ef,217.11.52.142,DE,0	                                    Nein ! Seltsame Blicke der Anwesenden . Ich < bin /|sein|  dann /|dann|  weiter /|weiter|  am /|an|  einpacken /|einpacken| > gewesen : PIEPS ! Haben Sie vielleicht                                 	                                    Nein ! Seltsame Blicke der Anwesenden . Ich 	bin dann weiter am einpacken	 gewesen : PIEPS ! Haben Sie vielleicht                                 	bin dann weiter am einpacken	einpacken	einpacken	25af86328d295d640cff5f1a734a41d0f8ef	217.11.52.142	DE	215	
c819fc5ec79dd44c0c3d602ea9c2420396d4,176.9.19.214,DE,1	                                       ca. 1250 euronen Lieferung einwandfrei ! < bin /|sein|  gerade /|gerade|  am /|am|  einrichten /|einrichten| > und kann deshalb noch nicht viel darüber                               	                                       ca. 1250 euronen Lieferung einwandfrei ! 	bin gerade am einrichten	 und kann deshalb noch nicht viel darüber                               	bin gerade am einrichten	einrichten	einrichten	c819fc5ec79dd44c0c3d602ea9c2420396d4	176.9.19.214	DE	36	
9a8a5b8edef6f76ce0a381c34d95315cce45,81.169.149.194,DE,0	                                   Dennis Yuecel 06.03.2003 , 13:29 Hallo , ich < bin /|sein|  gerade /|gerade|  am /|an|  einrichten /|einrichten| > und bauen meines neuen Acanthosaura crucigera                          	                                   Dennis Yuecel 06.03.2003 , 13:29 Hallo , ich 	bin gerade am einrichten	 und bauen meines neuen Acanthosaura crucigera                          	bin gerade am einrichten	einrichten	einrichten	9a8a5b8edef6f76ce0a381c34d95315cce45	81.169.149.194	DE	56	
bfe90027a45622092f3493cd5384a6840627,78.46.59.198,DE,1	                                    maxpax Hi , würde mich auch interessieren , < bin /|sein|  gerade /|gerade|  am /|an|  einrichten /|einrichten| > . Ich habe die EKP-Nummer genommen , weiß                              	                                    maxpax Hi , würde mich auch interessieren , 	bin gerade am einrichten	 . Ich habe die EKP-Nummer genommen , weiß                              	bin gerade am einrichten	einrichten	einrichten	bfe90027a45622092f3493cd5384a6840627	78.46.59.198	DE	102	
63256ad9786f6e096a76d5979ce662bb2453,195.28.12.50,DE,1	                                Beiträge : 801 bin auhc unter 8 urn 3 r dabei . < BIn /|sein|  gerade /|gerade|  am /|am|  einrichten /|einrichten| > . 15.05.2007 , 23:01:2 8 # 7 ( permalink                               	                                Beiträge : 801 bin auhc unter 8 urn 3 r dabei . 	BIn gerade am einrichten	 . 15.05.2007 , 23:01:2 8 # 7 ( permalink                               	BIn gerade am einrichten	einrichten	einrichten	63256ad9786f6e096a76d5979ce662bb2453	195.28.12.50	DE	347	
d7bef1edcaf8c774f7aa939853f05d1b0acc,80.252.97.34,DE,0	                                        bestimmt nicht den Spaß verderben . Sie < war /|sein|  gerade /|gerade|  am /|an|  einschlafen /|einschlafen| > , da kitzelte sie etwas am Fuß . Sie schaute                           	                                        bestimmt nicht den Spaß verderben . Sie 	war gerade am einschlafen	 , da kitzelte sie etwas am Fuß . Sie schaute                           	war gerade am einschlafen	einschlafen	einschlafen	d7bef1edcaf8c774f7aa939853f05d1b0acc	80.252.97.34	DE	1305	
a11f17e25e386fccbff797fcd42cfcd23728,85.13.129.165,DE,0	                                     Ach ja , hier geht es zu den Bildern . Wir < sind /|sein|  momentan /|momentan|  am /|an|  einsingen /|einsingen| > und / oder krank . Goldener Oktober ; leck                             	                                     Ach ja , hier geht es zu den Bildern . Wir 	sind momentan am einsingen	 und / oder krank . Goldener Oktober ; leck                             	sind momentan am einsingen	einsingen	einsingen	a11f17e25e386fccbff797fcd42cfcd23728	85.13.129.165	DE	1527	
baab0b1a514a710b8b43263ac1424e139285,80.237.201.66,DE,0	                                      zwischendrin , hat sich aber erledigt ... < bin /|sein|  jetzt /|jetzt|  am /|am|  einspielen /|einspielen| > und hab aber schon diese sagenhafte geschwindigkeit                    	                                      zwischendrin , hat sich aber erledigt ... 	bin jetzt am einspielen	 und hab aber schon diese sagenhafte geschwindigkeit                    	bin jetzt am einspielen	einspielen	einspielen	baab0b1a514a710b8b43263ac1424e139285	80.237.201.66	DE	332	
6b8162e5f6b6e2fee53c4749aa0607d66d19,178.63.67.214,DE,0	                                        Pforten . Die fleisigen Veterama-Helfer < sind /|sein|  schon /|schon|  am /|an|  Einzeichnen /|einzeichnen| > der Plätze , am Vermessen , ... 0 Händler                              	                                        Pforten . Die fleisigen Veterama-Helfer 	sind schon am Einzeichnen	 der Plätze , am Vermessen , ... 0 Händler                              	sind schon am Einzeichnen	einzeichnen	Einzeichnen	6b8162e5f6b6e2fee53c4749aa0607d66d19	178.63.67.214	DE	235	
f4fbbe3ff37dd1e993f3664a0057a96f1057,87.106.8.150,DE,1	                                      Inschenör is nix zu schwör ! , Neuer EP ( < bin /|sein|  wieder /|wieder|  am /|an|  eisen /|eisen| > ) , suche ganz bestimmte Supplements ,                                 	                                      Inschenör is nix zu schwör ! , Neuer EP ( 	bin wieder am eisen	 ) , suche ganz bestimmte Supplements ,                                 	bin wieder am eisen	eisen	eisen	f4fbbe3ff37dd1e993f3664a0057a96f1057	87.106.8.150	DE	263	
348a3f8c0e8e1b3388b41c1b032a3a91c3fc,212.48.103.4,DE,0	                                   glücklich ? fabio schreibt am 11.09.2013 ich < bin /|sein|  gerade /|gerade|  am /|an|  entscheiden /|entscheiden| > was für eine lehrstelle ich annehmen soll                              	                                   glücklich ? fabio schreibt am 11.09.2013 ich 	bin gerade am entscheiden	 was für eine lehrstelle ich annehmen soll                              	bin gerade am entscheiden	entscheiden	entscheiden	348a3f8c0e8e1b3388b41c1b032a3a91c3fc	212.48.103.4	DE	1673	
702a07d81c835c4096ee45469376735644e4,87.106.209.5,DE,0	                                       aber bald ändern , denn wie es scheint , < ist /|sein|  der /|die|  Chip /|Chip|  mittlerweile /|mittlerweile|  am /|an|  entschwinden /|entschwinden| > . Ein Bild zu erzielen , das nicht durch                               	                                       aber bald ändern , denn wie es scheint , 	ist der Chip mittlerweile am entschwinden	 . Ein Bild zu erzielen , das nicht durch                               	ist der Chip mittlerweile am entschwinden	entschwinden	entschwinden	702a07d81c835c4096ee45469376735644e4	87.106.209.5	DE	1690	
0d510cee3ccdcdbe9314b3961f7245abbb2b,109.73.50.95,DE,1	                                        Jahres ändern : Ein Highspeed-Anbindung < ist /|sein|  gerade /|gerade|  am /|an|  entstehen /|entstehen| > , es wird schon fleissig gebuddelt im Dorf                             	                                        Jahres ändern : Ein Highspeed-Anbindung 	ist gerade am entstehen	 , es wird schon fleissig gebuddelt im Dorf                             	ist gerade am entstehen	entstehen	entstehen	0d510cee3ccdcdbe9314b3961f7245abbb2b	109.73.50.95	DE	286	
97c7c742ac6af1079f9f248b3b61b1fbee11,46.4.62.131,DE,0	                                    Band einen mächtigen Status erarbeitet . Es < war /|sein|  geradezu /|geradezu|  ein /|eine|  Kult /|Kult|  um /|um|  The /|The|  Police /|Police|  am /|an|  entstehen /|entstehen| > , der für die Band zum Druck wurde . Diesen                            	                                    Band einen mächtigen Status erarbeitet . Es 	war geradezu ein Kult um The Police am entstehen	 , der für die Band zum Druck wurde . Diesen                            	war geradezu ein Kult um The Police am entstehen	entstehen	entstehen	97c7c742ac6af1079f9f248b3b61b1fbee11	46.4.62.131	DE	516	
680842aebcd927bd92434db3f76cf0c20185,213.238.52.78,DE,0	                          Ich besitze fast 60 Kostüme . Neue Kostüme < sind /|sein|  am /|am|  entstehen /|entstehen| > . Es werden von mir also noch einige weitere                 	                          Ich besitze fast 60 Kostüme . Neue Kostüme 	sind am entstehen	 . Es werden von mir also noch einige weitere                 	sind am entstehen	entstehen	entstehen	680842aebcd927bd92434db3f76cf0c20185	213.238.52.78	DE	817	
9f3a7d92d1c5e4d087496eab333094993fa5,78.46.73.103,DE,1	                                 Besties ! Victor 01.09.2010 , 17:42 Wow ! Hier < ist /|sein|  eine /|eine|  tolle /|toll|  Armee /|Armee|  am /|an|  entstehen /|entstehen| > ; besonders die Bestigors mit dem Banner                               	                                 Besties ! Victor 01.09.2010 , 17:42 Wow ! Hier 	ist eine tolle Armee am entstehen	 ; besonders die Bestigors mit dem Banner                               	ist eine tolle Armee am entstehen	entstehen	entstehen	9f3a7d92d1c5e4d087496eab333094993fa5	78.46.73.103	DE	1731	
b77fae34fc761e3beb19d5514b269f43b437,188.40.65.181,DE,1	                                  oberarm .. das waren aber nicht die letzten , < bin /|sein|  wieder /|wieder|  am /|an|  entwerfen /|entwerfen| > , denn vorsicht ES KANN ZUR SUCHT WERDEN                               	                                  oberarm .. das waren aber nicht die letzten , 	bin wieder am entwerfen	 , denn vorsicht ES KANN ZUR SUCHT WERDEN                               	bin wieder am entwerfen	entwerfen	entwerfen	b77fae34fc761e3beb19d5514b269f43b437	188.40.65.181	DE	877	
ba3f2378c37a31f3caea1b1025f4143096c8,78.46.5.131,DE,0	                                      anlabern :evil: hät ich nen motor am boot < wär /|sein|  ich /|ich|  warscheinlich /|(unknown)|  jetz /|jetzt|  noch /|noch|  am /|an|  entwirren /|entwirren| > :rolleyes: , wenn man nich weiß wo die                                 	                                      anlabern :evil: hät ich nen motor am boot 	wär ich warscheinlich jetz noch am entwirren	 :rolleyes: , wenn man nich weiß wo die                                 	wär ich warscheinlich jetz noch am entwirren	entwirren	entwirren	ba3f2378c37a31f3caea1b1025f4143096c8	78.46.5.131	DE	529	
effd2449a1e9da2e3e5d1e011c37aca35ea6,213.203.199.252,DE,0	                                   bisschen von den 19 grad hier rueber ... wir < sind /|sein|  ( /|(|  fast /|fast|  ) /|)|  am /|an|  erfrieren /|erfrieren| > . liebe knuddelgruesse Sammy Katinkaam                                 	                                   bisschen von den 19 grad hier rueber ... wir 	sind ( fast ) am erfrieren	 . liebe knuddelgruesse Sammy Katinkaam                                 	sind ( fast ) am erfrieren	erfrieren	erfrieren	effd2449a1e9da2e3e5d1e011c37aca35ea6	213.203.199.252	DE	1118	
a3962857b13094fe66896aba1879cc2f22f1,212.227.28.57,DE,0	                                       " ksavier über ksävjer bis zu savieeee " < is /|sein|  alles /|alle|  möglich /|möglich|  und /|und|  das /|die|  kind /|Kind|  nur /|nur|  am /|an|  erklären /|erklären| > ... Marte-Frida - bindestrich geht hier                                	                                       " ksavier über ksävjer bis zu savieeee " 	is alles möglich und das kind nur am erklären	 ... Marte-Frida - bindestrich geht hier                                	is alles möglich und das kind nur am erklären	erklären	erklären	a3962857b13094fe66896aba1879cc2f22f1	212.227.28.57	DE	890	
87e00276682ec21fb3e24639f1e463386fdb,193.24.208.11,DE,1	                          sie maunzt ihn an , wenn er sich ihr . Sie < ist /|sein|  am /|am|  erkunden /|erkunden| > , schmeist sich auf die Seite und den Rücken                 	                          sie maunzt ihn an , wenn er sich ihr . Sie 	ist am erkunden	 , schmeist sich auf die Seite und den Rücken                 	ist am erkunden	erkunden	erkunden	87e00276682ec21fb3e24639f1e463386fdb	193.24.208.11	DE	111	
6d5b27cd5e9b63c9c0decbe16386e6809f46,80.246.53.17,DE,1	                                     essen ? wenn beide ausserhalb ihres terras < sind /|sein|  sind /|sein|  beide /|beide|  fit /|fit|  , /|,|  er /|er|  am /|an|  erkunden /|erkunden| > und sie sucht sich ein ruhiges eckchen                                 	                                     essen ? wenn beide ausserhalb ihres terras 	sind sind beide fit , er am erkunden	 und sie sucht sich ein ruhiges eckchen                                 	sind sind beide fit , er am erkunden	erkunden	erkunden	6d5b27cd5e9b63c9c0decbe16386e6809f46	80.246.53.17	DE	805	
3b67e105be07be2c06b9429711df329fda56,188.93.8.48,DE,1	                                     sie sich sicherer . Wo hast du deine her ? < Bin /|sein|  mich /|ich|  noch /|noch|  am /|an|  erkundigen /|erkundigen| > und froh um gute Tipps ! 26.05.2010 , 23:05                            	                                     sie sich sicherer . Wo hast du deine her ? 	Bin mich noch am erkundigen	 und froh um gute Tipps ! 26.05.2010 , 23:05                            	Bin mich noch am erkundigen	erkundigen	erkundigen	3b67e105be07be2c06b9429711df329fda56	188.93.8.48	DE	1634	
b1e82e8c8774a4b6d7729da85e64b684c375,85.13.144.8,DE,0	                                      anderen einfach so ander Straße und jetzt < bin /|sein|  ich /|ich|  fleißig /|fleißig|  am /|an|  ernten /|ernten| > . Danke für die vielen guten Ratschläge                                	                                      anderen einfach so ander Straße und jetzt 	bin ich fleißig am ernten	 . Danke für die vielen guten Ratschläge                                	bin ich fleißig am ernten	ernten	ernten	b1e82e8c8774a4b6d7729da85e64b684c375	85.13.144.8	DE	1220	
9000bcf5501b7e8884922006b4c4338999a0,212.72.181.78,DE,0	                                       zustimmen . Das wichtigste ist das du OK < bist /|sein|  . /|.|  Den /|die|  Scoot /|(unknown)|  kann /|können|  am /|an|  ersetzen /|ersetzen| > ein Menschenleben nicht . Vor ca. einem                                	                                       zustimmen . Das wichtigste ist das du OK 	bist . Den Scoot kann am ersetzen	 ein Menschenleben nicht . Vor ca. einem                                	bist . Den Scoot kann am ersetzen	ersetzen	ersetzen	9000bcf5501b7e8884922006b4c4338999a0	212.72.181.78	DE	262	
