Source	Left	Key1	Right	Year	Decade	Lemma
RHZ01	Konflikte mit Spielfilmsehern	sind programmiert.	Auch wollen einige Fans	2001	2005	programmiert
RHZ01	Rand des wirtschaftlichen Aus gingen,	sind programmiert.	Deshalb entschloss sich die	2001	2005	programmiert
U01	langsamer steigen. Missmut der Beamten	ist programmiert.	Deshalb gebührt Schily Respekt	2001	2005	programmiert
U01	noch viel schwieriger, Streitigkeiten	sind programmiert.	Däubler-Gmelin: Ein	2001	2005	programmiert
NZZ01	Die Auseinandersetzung im Parlament	ist vorprogrammiert,	da ihm eine Regelung	2001	2005	vorprogrammiert
RHZ01	jetzt deutlich: Nachbesserungsbedarf	ist programmiert.	Von Wolfgang Fischer BERLIN.	2001	2005	programmiert
NKU01	Greif. Kurzweilige und spannende Duelle	sind vorprogrammiert,	denn die Spielzeit	2001	2005	vorprogrammiert
NUN01	zu beseitigen. Heftigster Widerstand	ist programmiert.	Und die Bezirksreform, mit der	2001	2005	programmiert
PBT	für die fossil-atomaren Energiestrukturen	sind vorprogrammiert,	müssen aber - wir	2001	2005	vorprogrammiert
NUN01	Der Untergang des Abendlandes	ist vorprogrammiert	und nicht mehr aufzuhalten!	2001	2005	vorprogrammiert
RHZ01	förmlichen Weisung. Doch der Streit	ist programmiert:	Birthler will entgegen der	2001	2005	programmiert
U01	Film schwer zu schaffen. Sein Scheitern	ist vorprogrammiert,	weil die mechanisch	2001	2005	vorprogrammiert
T01	für Christian reine Spinnerei. Konflikte	sind programmiert.	Samstag- und Sonntagabend	2001	2005	programmiert
RHZ01	ganz gering, und immer mehr Abstürze	sind programmiert.	Sozialer Absturz kommt nicht	2001	2005	programmiert
A01	und ihr Fahrer ist halb blind. Die Pleite	ist vorprogrammiert,	doch das Trio gibt nicht	2001	2005	vorprogrammiert
U01	spätestens in der Mittelstufe einsetzen,	sind programmiert."	Die Uni Münster bietet	2001	2005	programmiert
NKU01	und die Tochter Ponnyreiten. Konflikte	sind vorprogrammiert.	Da sitzt die Familie nun	2001	2005	vorprogrammiert
A01	nicht möglich. Ausbrüche und Abbrüche	sind vorprogrammiert,	die Flucht vor der	2001	2005	vorprogrammiert
RHZ01	ohne Spott, Tiefsinn ohne Bedrückung	ist vorprogrammiert.	Der geniale ungarische	2001	2005	vorprogrammiert
RHZ01	Helmut Wehner: "Der Streit ums Programm	ist vorprogrammiert:	Mann Fußball, Frau Film	2001	2005	vorprogrammiert
RHZ01	gehört der Familie. Streit ums Programm	ist programmiert.	Mann Fußball, Frau Film oder	2001	2005	programmiert
RHZ01	Sport sehen - oder der Familienkrach	ist programmiert.	Alles dreht sich nur noch um	2001	2005	programmiert
PRF01	vor Gericht geklärt. Fliegende Fetzen	sind vorprogrammiert:	Das gemeinsame Vermögen	2001	2005	vorprogrammiert
PRF01	die einzige Währung ist. Das Chaos	ist programmiert,	doch niemanden stört's.	2001	2005	programmiert
U01	Schriftsteller". Die Erfolglosigkeit	ist programmiert,	er beginnt 1911 seinen Weg	2001	2005	programmiert
T01	haben und weitere Stellenverluste	sind programmiert.	In den vergangenen zehn	2001	2005	programmiert
RHZ01	väterliche Schloss zurück. Das Chaos	ist programmiert.	Entgegen den Erwartungen, die	2001	2005	programmiert
U01	weißen Wänden ab. Schwindelgefühle	sind programmiert:	Schräge Wände, blendendes	2001	2005	programmiert
M01	durch die neu entstehenden Gewerbegebiete	ist vorprogrammiert.	Seit über 25 Jahren plant	2001	2005	vorprogrammiert
M01	durch die neu entstehenden Gewerbegebiete	ist programmiert.	Seit über 25 Jahren plant	2001	2005	programmiert
RHZ01	sich bereits Widerstand. Weiterer Ärger	ist programmiert,	da macht sich Bürgermeister	2001	2005	programmiert
NZZ01	in den Armen - weitere Siegesfeiern	sind programmiert	dbe. Mogyorod, 19."August Die	2001	2005	programmiert
PHE	ohne berufliche Ausbildung bleiben. Hier	ist vorprogrammiert,	dass aus dieser Gruppe nur	2001	2005	vorprogrammiert
RHZ01	sehen. Diskussionen, Stress und Streit	sind programmiert.	- Den größten Gegensatz gibt	2001	2005	programmiert
RHZ01	sehen. Diskussionen, Stress und Streit	sind programmiert.	- Den größten Gegensatz gibt	2001	2005	programmiert
M01	werden. Staus und Wut der Autofahrer	sind vorprogrammiert,	wenn Anfang September die	2001	2005	vorprogrammiert
PRF01	Verkehrsmittel.  Der Entrüstungssturm	ist vorprogrammiert.	Doch Knoflacher stört das	2001	2005	vorprogrammiert
RHZ01	sehen. Diskussionen, Stress und Streit	sind programmiert.	- Den größten Gegensatz gibt	2001	2005	programmiert
NZZ01	zu diesem regionalen Luxusprojekt	ist programmiert.	Die Qualität des	2001	2005	programmiert
T01	bei diesem Fischzug hängen. Die Problene	sind vorprogrammiert,	zumal zwei der Frauen aus	2001	2005	vorprogrammiert
U01	Yen. Die Baisse der Exporttitel	ist programmiert	und damit auch die Talfahrt	2001	2005	programmiert
RHZ01	und Kirn. Doch die nächsten Wechsel	sind programmiert:	Beide werden ihre	2001	2005	programmiert
M01	Fachkreisen begehrt wird. Verwechslungen	sind vorprogrammiert.	Bestes Beispiel ist ein	2001	2005	vorprogrammiert
RHZ01	Energieakkus laufen leer. Erschöpfung	ist programmiert.	Wie sehr diese allgemein auch	2001	2005	programmiert
T01	bei diesem Fischzug hängen. Die Problene	sind vorprogrammiert,	zumal zwei der Frauen aus	2001	2005	vorprogrammiert
RHZ01	Energieakkus laufen leer. Erschöpfung	ist programmiert.	Wie sehr die auch die	2001	2005	programmiert
RHZ01	großer Rivalität geprägt, Emotionen pur	sind programmiert.	Die Gründe liegen auf der	2001	2005	programmiert
A01	nicht geplant werden, Überraschungen	sind vorprogrammiert.	Wie Lukas Gehring zum	2001	2005	vorprogrammiert
A01	auch wirklichkeitsnahen Vortrag kommt,	ist vorprogrammiert.	Geburtstag und Akkordeon	2001	2005	vorprogrammiert
NZZ01	einen festen Leiter; Zähneknirschen	ist vorprogrammiert,	nicht zuletzt, weil	2001	2005	vorprogrammiert
T01	wie glasklarer Spielberg. David	ist programmiert,	wahre Liebe für seine	2001	2005	programmiert
NZZ01	Textil- oder der Leichtmetallindustrie	sind programmiert,	gerechtfertigte Klagen gegen	2001	2005	programmiert
Z01	erst noch verhandelt werden. Konflikte	sind programmiert.	Zwar sind die Auswirkungen	2001	2005	programmiert
PMV	das gehen? Also Zuständigkeitsprobleme	sind vorprogrammiert.	4. Entlastung der Polizei	2001	2005	vorprogrammiert
RHZ01	16 Gegentore. "Ein offensives Spiel	ist programmiert",	prophezeit Berg. Die	2001	2005	programmiert
U01	Ein Subventionswettlauf	ist programmiert.	Die Rechnung hätten letztlich	2001	2005	programmiert
A01	auf Deutsch «Stäffis am See». Verwirrung	ist vorprogrammiert.	Konsequent deutsch Die	2001	2005	vorprogrammiert
PBT	geben und der nächste Arzneimittelskandal	ist vorprogrammiert.	Frau Schmidt, wir werden	2001	2005	vorprogrammiert
M01	Weinkopf Der Aufschrei aus der Geld-Welt	ist programmiert.	Ist die Ankündigung von	2001	2005	programmiert
M01	den Tücken der Orthographie. Die Absage	ist programmiert,	denn die Unternehmen	2001	2005	programmiert
RHZ01	allem mit dem Wirtschaftsministerium,	sind programmiert.	Irritiert von der Aussicht,	2001	2005	programmiert
RHZ01	Kommentar Konflikte	sind programmiert	- Claudia Renner - zum neuen	2001	2005	programmiert
RHZ01	und chaotischer zu. Der Hexenstreit	ist programmiert	und eskaliert, indem	2001	2005	programmiert
NKU01	Vorstoßes noch im Dunkeln ließ, Ärger	ist programmiert.	Vor allem, dass der am	2001	2005	programmiert
NZZ01	im Rietheimer-/Zurzacherfeld	sind vorprogrammiert,	weil das Thermalbad	2001	2005	vorprogrammiert
A01	der Besucherinnen und Besucher	sind programmiert.	Höhepunkt des Abends ist das	2001	2005	programmiert
NKU01	Radiodauereinsätze und Charteinstieg	sind programmiert.	Da kann man als Sasha-Hasser	2001	2005	programmiert
NKU01	Radiodauereinsätze und Charteinstieg	sind programmiert.	Da kann man als Sasha-Hasser	2001	2005	programmiert
FOC01	Way of Life anzupassen. Konflikte	sind vorprogrammiert.	Als die Tochter das	2001	2005	vorprogrammiert
T01	oder Cleveland antritt. Packende Spiele	sind programmiert,	zumal auch der	2001	2005	programmiert
U01	ihr Schüler. Der Ablauf der Katastrophe	ist vorprogrammiert,	als Kampf und Krieg um	2001	2005	vorprogrammiert
NKU01	wird, ein Aufschrei der Betroffenen	ist programmiert.	Dass der Kanzler im Angesicht	2001	2005	programmiert
Z01	Uhr Die alltägliche familiäre Katastrophe	ist vorprogrammiert:	mit aller Kraft wehren	2001	2005	vorprogrammiert
RHZ01	genug sein. Ein spannendes Spiel	ist programmiert.	ASV Langweiler/Merzweiler -	2001	2005	programmiert
Z01	Uhr Die alltägliche familiäre Katastrophe	ist vorprogrammiert:	mit aller Kraft wehren	2001	2005	vorprogrammiert
M01	im Pass - Streit um Schilys Paket	ist programmiert	Von unserem Korrespondenten	2001	2005	programmiert
NZZ01	Anreizen. Neue Begehrlichkeiten	sind programmiert:	Landwirtschaft, Tourismus,	2001	2005	programmiert
NZZ01	nur an der Sonne liegt. Die Prüfungen	sind vorprogrammiert.	Wer diesen jungen	2001	2005	vorprogrammiert
NUN01	mit klagenden Galeristen	sind programmiert.	Doch zurück zur aktuellen	2001	2005	programmiert
RHZ01	Thesen geprüft werden. Überraschungen	sind programmiert.	Info und Anmeldung, Tel.	2001	2005	programmiert
NUN01	Banken, Versicherungen und im Handel	ist vorprogrammiert,	wenn es im Januar Ernst	2001	2005	vorprogrammiert
T01	schon nach einer kurzen Raterunde	ist vorprogrammiert.	Schlauer wird man nur auf	2001	2005	vorprogrammiert
FOC01	zu wenig Brunnen, der Streit ums Wasser	ist vorprogrammiert.	Außerdem können	2001	2005	vorprogrammiert
A01	handgreiflich zum Ausdruck. Der Ehekrach	ist vorprogrammiert,	als Beni nachts seinen	2001	2005	vorprogrammiert
NZZ01	in den psychischen Zusammenbruch	ist vorprogrammiert.	Die sensible und	2001	2005	vorprogrammiert
RHZ01	richtig in die Haare kriegen: Streit	ist programmiert.	Und es kommt noch hinzu, dass	2001	2005	programmiert
NKU01	Entscheidungen geht. Doppelte Arbeit	ist programmiert,	Mehrkosten für den	2001	2005	programmiert
M01	Maimarkthalle Heftige Nostalgieanfälle	sind programmiert	bei der "Golden Oldie Night"	2001	2005	programmiert
RHZ01	Der Weg zum Oberverwaltungsgericht	ist programmiert.	Meta Welling	2001	2005	programmiert
U01	Nenner gebracht werden.Konflikte	sind programmiert.	Indien und Indonesien haben	2001	2005	programmiert
PTH	Der Konflikt mit den eigenen Gläubigem	ist vorprogrammiert,	er führt nicht selten zu	2001	2005	vorprogrammiert
A01	über die Bühne bringen - Entlassungen	sind vorprogrammiert.	In der neuen Firma trifft	2001	2005	vorprogrammiert
PSH	machen will. Die nächste Haushaltskrise	ist vorprogrammiert.	In Ihrer naiven Hoffnung,	2001	2005	vorprogrammiert
U01	nach sich ziehen und der Streit	ist programmiert.	Möglicherweise erzielte	2001	2005	programmiert
U01	Abwehrkräfte - eine Erkältung	ist programmiert.	Faustregel: Wer saisongerecht	2001	2005	programmiert
A01	Kräfte sind geschwächt, und es	ist vorprogrammiert,	dass es noch manchen	2001	2005	vorprogrammiert
U01	erreicht haben. Allerdings: Rückschläge	sind programmiert,	alles lässt sich nicht	2001	2005	programmiert
NZZ01	auf dem Podium. Die Grundsatzdebatte	ist vorprogrammiert:	Auf der einen Seite werden	2001	2005	vorprogrammiert
RHZ01	Thesen geprüft werden. Überraschungen	sind programmiert.	Info: 02661/ 6702; Internet:	2001	2005	programmiert
U01	Ärger in der gerade geretteten Koalition	ist programmiert.	Der gerüffelte	2001	2005	programmiert
PBR	oder später scheitern. Der Schiffbruch	ist programmiert.	Das werden wir an steigenden	2001	2005	programmiert
T01	Stellenabbau. Streit im Detail	ist vorprogrammiert.	Aber bisher einigten sich	2001	2005	vorprogrammiert
FOC01	Streit mit dem Koalitionspartner SPD	ist programmiert.	Zudem fordert die	2001	2005	programmiert
FOC01	die Mitgift für die Senderehe. Zoff	ist programmiert.	"Eine schwierige Zeit",	2001	2005	programmiert
RHZ01	zwischen Personal und Patienten	sind programmiert.	Doch auch persönliche	2001	2005	programmiert
RHZ01	wies, umzudrehen - und das Chaos	ist programmiert.	Nicht anders verhalte sich	2001	2005	programmiert
RHZ01	"Das Chaos	ist vorprogrammiert"	RLZ-Berichterstattung über	2001	2005	vorprogrammiert
RHZ01	"Das Chaos	ist vorprogrammiert"	RLZ-Berichterstattung zum	2001	2005	vorprogrammiert
NKU01	und den Verfechtern des Solidarprinzips	ist programmiert.	Nach der Rente 1998 wird	2001	2005	programmiert
Z01	konjunkturelle Erholung. Rückschläge	sind programmiert.	Was das Tief der Kurse	2001	2005	programmiert
RHZ01	unachtsam wegschmeißen - Unfall	ist vorprogrammiert"	lautete der Titel der	2001	2005	vorprogrammiert
T01	die Verwandten auch, und der Stress	ist vorprogrammiert."	Um das zu vermeiden, sei	2001	2005	vorprogrammiert
U01	schlagen würden, vorenthalten. Streit	ist programmiert.	Die Anfang November unter	2001	2005	programmiert
U01	innerhalb der alten 15er-Gemeinschaft,	sind programmiert.	Die südeuropäischen	2001	2005	programmiert
T01	kaufen will. Konflikte mit dem Personal	sind vorprogrammiert.	Bis vor kurzem hat die	2001	2005	vorprogrammiert
PBT	stattfindet. Staus mit enormen Kosten	sind vorprogrammiert.	Nun zum	2001	2005	vorprogrammiert
A01	Doch der Widerstand der Bürgerlichen	ist programmiert.	rene lenzin/bern Angedeutet	2001	2005	programmiert
U01	Falko von Schweinitz. Aber Wartezeiten	sind programmiert,	nicht nur beim Hochladen.	2001	2005	programmiert
M01	Entscheidung, schlaflose Nächte	sind programmiert.	"Ich muss zugeben: Vor	2001	2005	programmiert
RHZ01	spannende Spiele. Überraschungen	sind programmiert,	wenn die sogenannten	2001	2005	programmiert
FLT01	für Millionen Outdoor-Fans? Nasse Füße	sind vorprogrammiert.	4. Theater-Skandal.	2001	2005	vorprogrammiert
RHZ01	der Nordallianz - aufgezwungen. Risiken	sind programmiert,	auch für deutsche Soldaten.	2001	2005	programmiert
RHZ01	bis zu 25 Zentimeter Neuschnee, Staus	sind programmiert.	Sie raten den Autofahrern,	2001	2005	programmiert
U01	zu vertrösten. Der Gesundheitsschaden	ist programmiert.	Der Patient wird es nicht	2001	2005	programmiert
RHZ01	die Äcker gebracht werden konnten. Es	ist programmiert,	dass die Ernte sich verzögern	2001	2005	programmiert
U01	bringen. Die Veraltung des Industrieparks	ist programmiert,	da fast alle Kapitalgüter	2001	2005	programmiert
NUN02	Die meisten Kassen	sind programmiert,	allerdings liegt in vielen	2002	2005	programmiert
M02	künftig im Bayern-Rot an. Der Erfolg	ist programmiert.	Und Brooklyn? Bekommt nächstes	2002	2005	programmiert
RHZ02	das Leben so mit sich bringt - Schwund	ist programmiert.	Darauf möchte ich meine letzte	2002	2005	programmiert
U02	Immobilienabteilung und Finanzabteilung	sind vorprogrammiert.	In einem ersten Schritt	2002	2005	vorprogrammiert
RHZ02	Die Landung auf dem Allerwertesten	ist vorprogrammiert	und gehört irgendwie dazu.	2002	2005	vorprogrammiert
PBE	in diesem Bereich. Die Konflikte	sind vorprogrammiert.	Wichtigste Aufgabe ist	2002	2005	vorprogrammiert
T02	ratlos und verunsichert. "Die Katastrophe	ist vorprogrammiert",	sagt DL-H-Vorsitzender	2002	2005	vorprogrammiert
NKU02	des Gerichtes. Streit in der Familie	ist programmiert.	Gründe für den Entzug des	2002	2005	programmiert
NKU02	des Gerichtes. Streit in der Familie	ist programmiert.	Gründe für den Entzug des	2002	2005	programmiert
P02	als am Tag zuvor? Der nächste Frust	ist programmiert:	am 24. und 25. Januar will	2002	2005	programmiert
RHZ02	um ein Vielfaches nach oben geht,	ist vorprogrammiert.	Dem Sport kann's nur gut	2002	2005	vorprogrammiert
P02	"Chaos	ist programmiert"	Heftige Kritik übt die SPÖ am	2002	2005	programmiert
PNI	geht gegen Null, und die Gefährdung	ist vorprogrammiert.	Die Regelschule kann unter	2002	2005	vorprogrammiert
PTH	hätte, hoheitliche Verrufungserklärungen	sind vorprogrammiert.	Nicht nur vor diesem	2002	2005	vorprogrammiert
NKU02	auf Wiedergutmachung aus sein. Spannung	ist vorprogrammiert.	Beginn um 16.30 Uhr in der	2002	2005	vorprogrammiert
NUN02	- eine Interessenskollision	ist programmiert.	Dazu kommt die	2002	2005	programmiert
NKU02	aus. Ein Aufschrei aus einigen Kehlen	ist vorprogrammiert.	Aber bei aller Kritik, die	2002	2005	vorprogrammiert
RHZ02	Der Aufstieg	ist programmiert	Badminton-Verbandsklasse:	2002	2005	programmiert
PSL	von der CDU.) Das Ende der Gewerbesteuer	ist programmiert,	das wissen wir alle. (Zuruf	2002	2005	programmiert
Z02	Normalbiografie wird brüchig, Altersarmut	ist programmiert,	und die ohnehin schon leer	2002	2005	programmiert
PSN	Das heißt, weitere kommunale Einbußen	sind vorprogrammiert.	Von 1,5 Milliarden Euro im	2002	2005	vorprogrammiert
P02	angreifen" zu wollen. Weiteres Edelmetall	ist programmiert.	SALT LAKE CITY. Schauplatz	2002	2005	programmiert
NEW02	sprechen kann: Tierische Verwicklungen	sind vorprogrammiert.	Box Teil 1 + 2. 3. (6) 15	2002	2005	vorprogrammiert
T02	Fabrikarbeit zu erfüllen. Ihr Scheitern	ist programmiert,	und das Suhlen im Matsch	2002	2005	programmiert
Z02	kulinarischer wie auch literarischer Art	sind vorprogrammiert.	Informationen und	2002	2005	vorprogrammiert
RHZ02	geplant. Dass das nicht gutgehen kann,	ist programmiert.	Dummerweise taucht der echte	2002	2005	programmiert
NEW02	sprechen kann. Tierische Verwicklungen	sind vorprogrammiert.	Box, Teil 1 + 2. 7. (4)	2002	2005	vorprogrammiert
RHZ02	zahlen die Anlieger, der Widerstand	ist vorprogrammiert.	Der Rhein-Zeitung	2002	2005	vorprogrammiert
RHZ02	Das Chaos in Apotheken und Arzt-Praxen	ist programmiert.	Denn Gesundheitsministerin	2002	2005	programmiert
RHZ02	bis auf den Friedrich-Ebert-Ring	sind programmiert.	Kleiner Trost: Die Grünphase	2002	2005	programmiert
NZZ02	der "ewigen" Handelsstreitereien	ist programmiert.	Fdr. Vancouver, 28. Februar	2002	2005	programmiert
RHZ02	den Rhein-Lahn-Kreis strömen. Unfälle	sind vorprogrammiert.	Ob der Rettungsarzt	2002	2005	vorprogrammiert
RHZ02	"Flashback". Konflikte mit den Kollegen	sind programmiert,	denn Lena kann zwar wenig	2002	2005	programmiert
T02	beide Helena. Konflikte und Verwirrungen	sind vorprogrammiert.	Am Ende lieben sich alle	2002	2005	vorprogrammiert
RHZ02	versprengt. Bauchkrämpfe und Durchfall	sind programmiert.	Kaiser: "Wenn schon mal die	2002	2005	programmiert
RHZ02	WTO. Ein langer Streit	ist programmiert.		2002	2005	programmiert
RHZ02	Staus und Ärger	sind programmiert	Ab 20. März ist	2002	2005	programmiert
RHZ02	(stadteinwärts). Staus und Ärger	sind programmiert,	eine großräumige Umleitung	2002	2005	programmiert
RHZ02	Stadtmitte befahrbar. Staus und Ärger	sind programmiert,	eine großräumige Umleitung	2002	2005	programmiert
RHZ02	Lokales Staus und Ärger	sind programmiert	Ab 20. März ist die	2002	2005	programmiert
M02	überschaubar, doch eine geringe Rendite	ist vorprogrammiert.	Einen regelrechten Boom	2002	2005	vorprogrammiert
NUN02	NÜRNBERG- Verdruss	ist vorprogrammiert,	wenn ein Arbeitnehmer nach	2002	2005	vorprogrammiert
RHZ02	abgeschlagenes Schlusslicht. Ein Sieg	ist programmiert,	doch VfL-Coach Goswin Stumm	2002	2005	programmiert
P02	Familie zerbricht, der endgültige Absturz	ist vorprogrammiert.	Tatsächlich liegt	2002	2005	vorprogrammiert
